Source	Target	Weight
Cg01192.1	Cg27327.1	0.00706402
Cg01192.1	Cg27606.1	0.00911548
Cg01192.1	Cg27854.1	0.0226067
Cg01192.1	Cg27918.1	0.00723613
Cg01192.1	Cg27925.1	0.0037208
Cg01192.1	Cg28021.1	0.00214183
Cg01192.1	Cg28070.1	0.00288489
Cg01192.1	Cg28102.1	0.00289753
Cg01192.1	Cg28139.1	0.00111836
Cg01192.1	Cg28451.1	0.00397514
Cg01192.1	Cg28546.1	0.0113741
Cg01192.1	Cg28592.1	0.00214577
Cg01192.1	Cg28596.1	0.0129011
Cg01192.1	Cg28740.1	0.0195891
Cg01192.1	Cg28760.1	0.0113731
Cg01192.1	Cg28779.1	0.00238256
Cg01192.1	Cg28792.1	0.000806798
Cg01192.1	Cg29345.1	0.00492897
Cg01192.1	Cg29408.1	0.00433401
Cg01192.1	Cg29418.1	0.026856
Cg01192.1	Cg29440.1	0.000633995
Cg01192.1	Cg29876.1	0.0115496
Cg01192.1	maker-scaffold200.1-augustus-gene-2.29-mRNA-2	0.0132297
Cg01192.1	maker-scaffold2243.1-snap-gene-0.5-mRNA-1	0.00252121
Cg01192.1	maker-scaffold2262.1-snap-gene-0.10-mRNA-1	0.0150654
Cg01192.1	maker-scaffold555.1-snap-gene-1.4-mRNA-2	0.00220665
Cg01192.1	maker-scaffold727.1-snap-gene-1.31-mRNA-1	0.00292186
Cg01192.1	snap_masked-scaffold31.1-processed-gene-12.17-mRNA-1	0.00241336
Cg01279.1	augustus_masked-scaffold16.1-processed-gene-13.1-mRNA-1	0.000200608
Cg01279.1	augustus_masked-scaffold205.1-processed-gene-4.1-mRNA-1	0.009227
Cg01279.1	Cg00075.1	0.00950079
Cg01279.1	Cg00131.1	0.00241144
Cg01279.1	Cg00145.1	0.00533289
Cg01279.1	Cg00157.1	0.0091318
Cg01279.1	Cg00212.1	0.016582
Cg01279.1	Cg00262.1	0.0146285
Cg01279.1	Cg00372.1	0.0190443
Cg01279.1	Cg00397.1	0.0111375
Cg01279.1	Cg00404.1	0.00964192
Cg01279.1	Cg00630.1	0.00684615
Cg01279.1	Cg00825.1	0.00240193
Cg01279.1	Cg00885.1	0.00666541
Cg01279.1	Cg01010.1	0.0053964
Cg01279.1	Cg01021.1	0.00212227
Cg01279.1	Cg01117.1	0.0172574
Cg01279.1	Cg01192.1	0.0199719
Cg01279.1	Cg01279.1	2.53816e-05
Cg01279.1	Cg01377.1	0.000748133
Cg01279.1	Cg01471.1	0.00653597
Cg01279.1	Cg01875.1	0.00211879
Cg01279.1	Cg01908.1	0.0132622
Cg01279.1	Cg02000.1	0.021131
Cg01279.1	Cg02221.1	0.00070384
Cg01279.1	Cg02253.1	0.00267931
Cg01279.1	Cg02420.1	0.00327607
Cg01279.1	Cg02441.1	0.0105596
Cg01279.1	Cg02502.1	0.00382739
Cg01279.1	Cg02546.1	0.000793521
Cg01279.1	Cg02576.1	0.00362035
Cg01279.1	Cg02656.1	0.015356
Cg01279.1	Cg02824.1	0.00131205
Cg01279.1	Cg02900.1	0.00619266
Cg01279.1	Cg03002.1	0.00511574
Cg01279.1	Cg03003.1	0.00359725
Cg01279.1	Cg03163.1	0.0042189
Cg01279.1	Cg03592.1	0.0103732
Cg01279.1	Cg03595.1	0.00332718
Cg01279.1	Cg03664.1	0.0136386
Cg01279.1	Cg03768.1	0.00327124
Cg01279.1	Cg03843.1	0.0040704
Cg01279.1	Cg03983.1	0.00188601
Cg01279.1	Cg03984.1	0.00137315
Cg01279.1	Cg04022.1	0.00313537
Cg01279.1	Cg04068.1	0.00473569
Cg01279.1	Cg04233.1	0.011049
Cg01279.1	Cg04272.1	0.00354062
Cg01279.1	Cg04383.1	0.00907408
Cg01279.1	Cg04414.1	0.00938547
Cg01279.1	Cg04494.1	0.0166005
Cg01279.1	Cg04543.1	0.00208094
Cg01279.1	Cg04559.1	0.0120402
Cg01279.1	Cg04597.1	0.00257601
Cg01279.1	Cg04617.1	0.00750664
Cg01279.1	Cg04672.1	0.0247005
Cg01279.1	Cg04798.1	0.013155
Cg01279.1	Cg04984.1	0.0212169
Cg01279.1	Cg05085.1	0.0238346
Cg01279.1	Cg05145.1	0.00266507
Cg01279.1	Cg05173.1	0.00205022
Cg01279.1	Cg05240.1	0.0052672
Cg01279.1	Cg05351.1	0.00343021
Cg01279.1	Cg05482.1	0.00384126
Cg01279.1	Cg05646.1	0.0115785
Cg01279.1	Cg05649.1	0.00162859
Cg01279.1	Cg05727.1	0.000822463
Cg01279.1	Cg05823.1	0.00335058
Cg01279.1	Cg05977.1	0.00442046
Cg01279.1	Cg05996.1	0.00526788
Cg01279.1	Cg06087.1	0.00217983
Cg01279.1	Cg06097.1	0.00904744
Cg01279.1	Cg06265.1	0.000615004
Cg01279.1	Cg06271.1	0.00641717
Cg01279.1	Cg06414.1	0.000854771
Cg01279.1	Cg06448.1	0.0111539
Cg01279.1	Cg06470.1	0.00450075
Cg01279.1	Cg06743.1	0.0120526
Cg01279.1	Cg06769.1	0.0031379
Cg01279.1	Cg07043.1	0.00727385
Cg01279.1	Cg07176.1	0.00505682
Cg01279.1	Cg07179.1	0.00954702
Cg01279.1	Cg07292.1	0.0123491
Cg01279.1	Cg07340.1	0.00370851
Cg01279.1	Cg07462.1	0.0145899
Cg01279.1	Cg07566.1	0.0018719
Cg01279.1	Cg07589.1	0.000489472
Cg01279.1	Cg07622.1	0.0100021
Cg01279.1	Cg07703.1	0.00610662
Cg01279.1	Cg07746.1	0.00112154
Cg01279.1	Cg07797.1	0.0164848
Cg01279.1	Cg07930.1	0.0309761
Cg01279.1	Cg08045.1	0.00680443
Cg01279.1	Cg08138.1	0.00849139
Cg01279.1	Cg08294.1	0.00412204
Cg01279.1	Cg08456.1	0.000936951
Cg01279.1	Cg08751.1	0.00295509
Cg01279.1	Cg08783.1	0.00468905
Cg01279.1	Cg09065.1	0.0037262
Cg01279.1	Cg09535.1	0.0111047
Cg01279.1	Cg09630.1	0.0138629
Cg01279.1	Cg09697.1	0.00326564
Cg01279.1	Cg10375.1	0.00183752
Cg01279.1	Cg10475.1	0.0106469
Cg01279.1	Cg10493.1	0.0169594
Cg01279.1	Cg10683.1	0.00861403
Cg01279.1	Cg10686.1	0.000691762
Cg01279.1	Cg10780.1	0.0176707
Cg01279.1	Cg10833.1	0.00366122
Cg01279.1	Cg10867.1	0.00383692
Cg01279.1	Cg10874.1	0.0112878
Cg01279.1	Cg10989.1	0.0155493
Cg01279.1	Cg11056.1	0.00255529
Cg01279.1	Cg11061.1	0.0165621
Cg01279.1	Cg11338.1	0.0121771
Cg01279.1	Cg11486.1	0.00259379
Cg01279.1	Cg11622.1	0.00213486
Cg01279.1	Cg11674.1	0.00226117
Cg01279.1	Cg11755.1	0.00277271
Cg01279.1	Cg11832.1	0.0019651
Cg01279.1	Cg11881.1	0.00388606
Cg01279.1	Cg11903.1	0.00206405
Cg01279.1	Cg12002.1	0.00403662
Cg01279.1	Cg12088.1	0.00283858
Cg01279.1	Cg12255.1	0.00325238
Cg01279.1	Cg12256.1	0.0032889
Cg01279.1	Cg12364.1	0.0170729
Cg01279.1	Cg12420.1	0.00406075
Cg01279.1	Cg12493.1	0.00884101
Cg01279.1	Cg12667.1	0.00908111
Cg01279.1	Cg12754.1	0.0219552
Cg01279.1	Cg12864.1	0.000551165
Cg01279.1	Cg12891.1	0.00213664
Cg01279.1	Cg13027.1	0.000365963
Cg01279.1	Cg13198.1	0.0106783
Cg01279.1	Cg13274.1	0.00159355
Cg01279.1	Cg13279.1	0.0023844
Cg01279.1	Cg13403.1	0.00296684
Cg01279.1	Cg13670.1	0.0020047
Cg01279.1	Cg14266.1	0.0207429
Cg01279.1	Cg14276.1	0.00534691
Cg01279.1	Cg14362.1	0.00740172
Cg01279.1	Cg14365.1	0.00229371
Cg01279.1	Cg14369.1	0.00491323
Cg01279.1	Cg14370.1	0.0132473
Cg01279.1	Cg14436.1	0.00122572
Cg01279.1	Cg14611.1	0.0250962
Cg01279.1	Cg14663.1	0.00661931
Cg01279.1	Cg14779.1	0.00488418
Cg01279.1	Cg14828.1	0.00356037
Cg01279.1	Cg14887.1	0.00346336
Cg01279.1	Cg14896.1	0.0101238
Cg01279.1	Cg15006.1	0.00306183
Cg01279.1	Cg15009.1	0.00910547
Cg01279.1	Cg15039.1	0.0116718
Cg01279.1	Cg15169.1	0.00381895
Cg01279.1	Cg15170.1	0.000759542
Cg01279.1	Cg15171.1	0.0270686
Cg01279.1	Cg15172.1	0.00292767
Cg01279.1	Cg15214.1	0.00839207
Cg01279.1	Cg15374.1	0.0107758
Cg01279.1	Cg15384.1	0.00361713
Cg01279.1	Cg15526.1	0.00533056
Cg01279.1	Cg15569.1	0.0123413
Cg01279.1	Cg15640.1	0.0147526
Cg01279.1	Cg15969.1	0.00340924
Cg01279.1	Cg16133.1	0.0040009
Cg01279.1	Cg16160.1	0.00611732
Cg01279.1	Cg16292.1	0.0151235
Cg01279.1	Cg16610.1	0.00754396
Cg01279.1	Cg16709.1	0.0099906
Cg01279.1	Cg16884.1	0.0168724
Cg01279.1	Cg16916.1	0.00778221
Cg01279.1	Cg17007.1	0.023402
Cg01279.1	Cg17074.1	0.0114271
Cg01279.1	Cg17141.1	0.00832435
Cg01279.1	Cg17271.1	0.00547206
Cg01279.1	Cg17471.1	0.028117
Cg01279.1	Cg17737.1	0.00933719
Cg01279.1	Cg17764.1	0.00927205
Cg01279.1	Cg17926.1	0.00588286
Cg01279.1	Cg17995.1	0.00421131
Cg01279.1	Cg18089.1	0.0117797
Cg01279.1	Cg18125.1	0.0121947
Cg01279.1	Cg18201.1	0.00407158
Cg01279.1	Cg18225.1	0.00183775
Cg01279.1	Cg18367.1	0.00538787
Cg01279.1	Cg18374.1	0.00787131
Cg01279.1	Cg18478.1	0.00729305
Cg01279.1	Cg18498.1	0.00376354
Cg01279.1	Cg18702.1	0.00157948
Cg01279.1	Cg18799.1	0.00352367
Cg01279.1	Cg18987.1	0.0113132
Cg01279.1	Cg19135.1	0.00228179
Cg01279.1	Cg19220.1	0.00476347
Cg01279.1	Cg19586.1	0.0160052
Cg01279.1	Cg19648.1	0.011144
Cg01279.1	Cg19951.1	0.00367934
Cg01279.1	Cg20015.1	0.00378346
Cg01279.1	Cg20327.1	0.00371234
Cg01279.1	Cg20428.1	0.00394625
Cg01279.1	Cg20544.1	0.00999707
Cg01279.1	Cg20554.1	0.0107768
Cg01279.1	Cg20555.1	0.00883228
Cg01279.1	Cg20588.1	0.0254505
Cg01279.1	Cg20777.1	0.00505811
Cg01279.1	Cg21096.1	0.00559769
Cg01279.1	Cg21481.1	0.0157656
Cg01279.1	Cg21628.1	0.00253436
Cg01279.1	Cg21765.1	0.00235696
Cg01279.1	Cg22127.1	0.00450389
Cg01279.1	Cg22134.1	0.00753739
Cg01279.1	Cg22151.1	0.0119044
Cg01279.1	Cg22203.1	0.0122442
Cg01279.1	Cg22270.1	0.00233708
Cg01279.1	Cg22277.1	0.0129398
Cg01279.1	Cg22409.1	0.0123588
Cg01279.1	Cg22470.1	0.00160309
Cg01279.1	Cg22523.1	0.0156324
Cg01279.1	Cg22655.1	0.0101099
Cg01279.1	Cg23022.1	0.00203879
Cg01279.1	Cg23070.1	0.00250077
Cg01279.1	Cg23107.1	0.0106457
Cg01279.1	Cg23167.1	0.00352302
Cg01279.1	Cg23183.1	0.00811923
Cg01279.1	Cg23233.1	0.0163225
Cg01279.1	Cg23394.1	0.0109517
Cg01279.1	Cg23421.1	0.0148718
Cg01279.1	Cg23467.1	0.00216448
Cg01279.1	Cg23497.1	0.00244673
Cg01279.1	Cg23651.1	0.00269077
Cg01279.1	Cg23664.1	0.00652821
Cg01279.1	Cg23927.1	0.0202332
Cg01279.1	Cg24033.1	0.0348645
Cg01279.1	Cg24108.1	0.00426397
Cg01279.1	Cg24225.1	0.00412297
Cg01279.1	Cg24337.1	0.0157901
Cg01279.1	Cg24360.1	0.00602721
Cg01279.1	Cg24485.1	0.0097005
Cg01279.1	Cg24519.1	0.00206293
Cg01279.1	Cg24730.1	0.00738222
Cg01279.1	Cg24854.1	0.0146887
Cg01279.1	Cg24890.1	0.00421935
Cg01279.1	Cg25390.1	0.015152
Cg01279.1	Cg25757.1	0.0112189
Cg01279.1	Cg25986.1	0.00269754
Cg01279.1	Cg26015.1	0.00782232
Cg01279.1	Cg26082.1	0.00268593
Cg01279.1	Cg26202.1	0.00991935
Cg01279.1	Cg26466.1	0.0179309
Cg01279.1	Cg26484.1	0.00990019
Cg01279.1	Cg26923.1	0.00162724
Cg01279.1	Cg26927.1	0.00342036
Cg01279.1	Cg26968.1	0.0113919
Cg01279.1	Cg26993.1	0.00812659
Cg01279.1	Cg27004.1	0.0029484
Cg01279.1	Cg27097.1	0.00497465
Cg01279.1	Cg27135.1	0.0182565
Cg01279.1	Cg27230.1	0.00489229
Cg01279.1	Cg27240.1	0.00680658
Cg01279.1	Cg27284.1	0.00740035
Cg01279.1	Cg27316.1	0.00389329
Cg01279.1	Cg27327.1	0.0062703
Cg01279.1	Cg27606.1	0.00030515
Cg01279.1	Cg27854.1	0.00799658
Cg01279.1	Cg27918.1	0.00240322
Cg01279.1	Cg27925.1	0.0162051
Cg01279.1	Cg28021.1	0.00300573
Cg01279.1	Cg28070.1	0.00205421
Cg01279.1	Cg28102.1	0.0027391
Cg01279.1	Cg28139.1	0.0027987
Cg01279.1	Cg28451.1	0.00462044
Cg01279.1	Cg28546.1	0.0023077
Cg01279.1	Cg28592.1	0.0137824
Cg01279.1	Cg28596.1	0.011132
Cg01279.1	Cg28740.1	0.00921202
Cg01279.1	Cg28760.1	0.00182954
Cg01279.1	Cg28779.1	0.00104834
Cg01279.1	Cg28792.1	0.00423232
Cg01279.1	Cg29345.1	0.00395187
Cg01279.1	Cg29408.1	0.0126492
Cg01279.1	Cg29418.1	0.000901068
Cg01279.1	Cg29440.1	0.00206518
Cg01279.1	Cg29876.1	0.00292884
Cg01279.1	maker-scaffold200.1-augustus-gene-2.29-mRNA-2	0.00402976
Cg01279.1	maker-scaffold2243.1-snap-gene-0.5-mRNA-1	0.00203881
Cg01279.1	maker-scaffold2262.1-snap-gene-0.10-mRNA-1	0.00168293
Cg01279.1	maker-scaffold555.1-snap-gene-1.4-mRNA-2	0.00165428
Cg01279.1	maker-scaffold727.1-snap-gene-1.31-mRNA-1	0.0125124
Cg01279.1	snap_masked-scaffold31.1-processed-gene-12.17-mRNA-1	0.00129139
Cg01377.1	augustus_masked-scaffold16.1-processed-gene-13.1-mRNA-1	0.0124191
Cg01377.1	augustus_masked-scaffold205.1-processed-gene-4.1-mRNA-1	0.00125816
Cg01377.1	Cg00075.1	0.00646922
Cg01377.1	Cg00131.1	0.00328369
Cg01377.1	Cg00145.1	0.00845673
Cg01377.1	Cg00157.1	0.0120431
Cg01377.1	Cg00212.1	0.00103682
Cg01377.1	Cg00262.1	0.0133948
Cg01377.1	Cg00372.1	0.0070014
Cg01377.1	Cg00397.1	0.00372548
Cg01377.1	Cg00404.1	0.0233964
Cg01377.1	Cg00630.1	0.00213247
Cg01377.1	Cg00825.1	0.00383612
Cg01377.1	Cg00885.1	0.00676012
Cg01377.1	Cg01010.1	0.0150703
Cg01377.1	Cg01021.1	0.00403072
Cg01377.1	Cg01117.1	0.0191233
Cg01377.1	Cg01192.1	0.00370428
Cg01377.1	Cg01279.1	0.00396651
Cg01377.1	Cg01377.1	3.88395e-05
Cg01377.1	Cg01471.1	0.00527809
Cg01377.1	Cg01875.1	0.00390511
Cg01377.1	Cg01908.1	0.0157749
Cg01377.1	Cg02000.1	0.00424769
Cg01377.1	Cg02221.1	0.00142162
Cg01377.1	Cg02253.1	0.00460041
Cg01377.1	Cg02420.1	0.00384118
Cg01377.1	Cg02441.1	0.00067171
Cg01377.1	Cg02502.1	0.0029563
Cg01377.1	Cg02546.1	0.00247862
Cg01377.1	Cg02576.1	0.0102669
Cg01377.1	Cg02656.1	0.00776079
Cg01377.1	Cg02824.1	0.00352955
Cg01377.1	Cg02900.1	0.0190255
Cg01377.1	Cg03002.1	0.0172582
Cg01377.1	Cg03003.1	0.00492818
Cg01377.1	Cg03163.1	0.0111341
Cg01377.1	Cg03592.1	0.0102494
Cg01377.1	Cg03595.1	0.012615
Cg01377.1	Cg03664.1	0.00509142
Cg01377.1	Cg03768.1	0.00200844
Cg01377.1	Cg03843.1	0.00111821
Cg01377.1	Cg03983.1	0.00136235
Cg01377.1	Cg03984.1	0.0100772
Cg01377.1	Cg04022.1	0.00134486
Cg01377.1	Cg04068.1	0.00236828
Cg01377.1	Cg04233.1	0.0203781
Cg01377.1	Cg04272.1	0.0129431
Cg01377.1	Cg04383.1	0.0146883
Cg01377.1	Cg04414.1	0.00799396
Cg01377.1	Cg04494.1	0.00126669
Cg01377.1	Cg04543.1	0.00425633
Cg01377.1	Cg04559.1	0.00607977
Cg01377.1	Cg04597.1	0.011345
Cg01377.1	Cg04617.1	0.00158387
Cg01377.1	Cg04672.1	0.00200705
Cg01377.1	Cg04798.1	0.0189916
Cg01377.1	Cg04984.1	0.00288532
Cg01377.1	Cg05085.1	0.0149096
Cg01377.1	Cg05145.1	0.00976165
Cg01377.1	Cg05173.1	0.0134768
Cg01377.1	Cg05240.1	0.00122805
Cg01377.1	Cg05351.1	0.00966325
Cg01377.1	Cg05482.1	0.00170004
Cg01377.1	Cg05646.1	0.0103021
Cg01377.1	Cg05649.1	0.0225274
Cg01377.1	Cg05727.1	0.0148361
Cg01377.1	Cg05823.1	0.00160858
Cg01377.1	Cg05977.1	0.011913
Cg01377.1	Cg05996.1	0.00275341
Cg01377.1	Cg06087.1	0.0112156
Cg01377.1	Cg06097.1	0.0167384
Cg01377.1	Cg06265.1	0.00138267
Cg01377.1	Cg06271.1	0.00604533
Cg01377.1	Cg06414.1	0.00438556
Cg01377.1	Cg06448.1	0.0013334
Cg01377.1	Cg06470.1	0.00305252
Cg01377.1	Cg06743.1	0.0162692
Cg01377.1	Cg06769.1	0.00380992
Cg01377.1	Cg07043.1	0.0113598
Cg01377.1	Cg07176.1	0.00093032
Cg01377.1	Cg07179.1	0.00319613
Cg01377.1	Cg07292.1	0.0118081
Cg01377.1	Cg07340.1	0.0038919
Cg01377.1	Cg07462.1	0.00112248
Cg01377.1	Cg07566.1	0.0114135
Cg01377.1	Cg07589.1	0.00792341
Cg01377.1	Cg07622.1	0.00534202
Cg01377.1	Cg07703.1	0.0174437
Cg01377.1	Cg07746.1	0.018687
Cg01377.1	Cg07797.1	0.00286558
Cg01377.1	Cg07930.1	0.00311985
Cg01377.1	Cg08045.1	0.0154803
Cg01377.1	Cg08138.1	0.0128524
Cg01377.1	Cg08294.1	0.0302985
Cg01377.1	Cg08456.1	0.0111414
Cg01377.1	Cg08751.1	0.00330308
Cg01377.1	Cg08783.1	0.00421169
Cg01377.1	Cg09065.1	0.0120169
Cg01377.1	Cg09535.1	0.0056344
Cg01377.1	Cg09630.1	0.0147067
Cg01377.1	Cg09697.1	0.0117458
Cg01377.1	Cg10375.1	0.00285768
Cg01377.1	Cg10475.1	0.00416416
Cg01377.1	Cg10493.1	0.0112592
Cg01377.1	Cg10683.1	0.0113493
Cg01377.1	Cg10686.1	0.00302762
Cg01377.1	Cg10780.1	0.0202919
Cg01377.1	Cg10833.1	0.00713226
Cg01377.1	Cg10867.1	0.00301152
Cg01377.1	Cg10874.1	0.0170629
Cg01377.1	Cg10989.1	0.00467986
Cg01377.1	Cg11056.1	0.0102734
Cg01377.1	Cg11061.1	0.000971464
Cg01377.1	Cg11338.1	0.00195322
Cg01377.1	Cg11486.1	0.00328321
Cg01377.1	Cg11622.1	0.0015943
Cg01377.1	Cg11674.1	0.00208192
Cg01377.1	Cg11755.1	0.0025222
Cg01377.1	Cg11832.1	0.0138211
Cg01377.1	Cg11881.1	0.00528425
Cg01377.1	Cg11903.1	0.00209889
Cg01377.1	Cg12002.1	0.00132515
Cg01377.1	Cg12088.1	0.0136804
Cg01377.1	Cg12255.1	0.00307994
Cg01377.1	Cg12256.1	0.00592899
Cg01377.1	Cg12364.1	0.000246339
Cg01377.1	Cg12420.1	0.000923982
Cg01377.1	Cg12493.1	0.000521998
Cg01377.1	Cg12667.1	0.000662283
Cg01377.1	Cg12754.1	0.00156088
Cg01377.1	Cg12864.1	0.0013997
Cg01377.1	Cg12891.1	0.0118551
Cg01377.1	Cg13027.1	0.0095709
Cg01377.1	Cg13198.1	0.00330625
Cg01377.1	Cg13274.1	0.00230611
Cg01377.1	Cg13279.1	0.00302467
Cg01377.1	Cg13403.1	0.0109499
Cg01377.1	Cg13670.1	0.00435817
Cg01377.1	Cg14266.1	0.00290078
Cg01377.1	Cg14276.1	0.00361666
Cg01377.1	Cg14362.1	0.0106819
Cg01377.1	Cg14365.1	0.0141247
Cg01377.1	Cg14369.1	0.00479367
Cg01377.1	Cg14370.1	0.00211269
Cg01377.1	Cg14436.1	0.0101933
Cg01377.1	Cg14611.1	0.00193566
Cg01377.1	Cg14663.1	0.00236693
Cg01377.1	Cg14779.1	0.00380712
Cg01377.1	Cg14828.1	0.00289528
Cg01377.1	Cg14887.1	0.0229381
Cg01377.1	Cg14896.1	0.00378777
Cg01377.1	Cg15006.1	0.00162891
Cg01377.1	Cg15009.1	0.0178989
Cg01377.1	Cg15039.1	0.00291652
Cg01377.1	Cg15169.1	0.0136785
Cg01377.1	Cg15170.1	0.0115652
Cg01377.1	Cg15171.1	0.009686
Cg01377.1	Cg15172.1	0.00470604
Cg01377.1	Cg15214.1	0.00654485
Cg01377.1	Cg15374.1	0.00126631
Cg01377.1	Cg15384.1	0.00665002
Cg01377.1	Cg15526.1	0.00144852
Cg01377.1	Cg15569.1	0.0141003
Cg01377.1	Cg15640.1	0.000597512
Cg01377.1	Cg15969.1	0.00800942
Cg01377.1	Cg16133.1	0.00251486
Cg01377.1	Cg16160.1	0.00700388
Cg01377.1	Cg16292.1	0.00158097
Cg01377.1	Cg16610.1	0.0150153
Cg01377.1	Cg16709.1	0.000888847
Cg01377.1	Cg16884.1	0.018182
Cg01377.1	Cg16916.1	0.01246
Cg01377.1	Cg17007.1	0.010248
Cg01377.1	Cg17074.1	0.00537782
Cg01377.1	Cg17141.1	0.0119088
Cg01377.1	Cg17271.1	0.00376516
Cg01377.1	Cg17471.1	0.0201881
Cg01377.1	Cg17737.1	0.00165668
Cg01377.1	Cg17764.1	0.0121
Cg01377.1	Cg17926.1	0.020494
Cg01377.1	Cg17995.1	0.0071269
Cg01377.1	Cg18089.1	0.00199695
Cg01377.1	Cg18125.1	0.0118851
Cg01377.1	Cg18201.1	0.000994389
Cg01377.1	Cg18225.1	0.00818515
Cg01377.1	Cg18367.1	0.0112771
Cg01377.1	Cg18374.1	0.00228656
Cg01377.1	Cg18478.1	0.00731938
Cg01377.1	Cg18498.1	0.00474274
Cg01377.1	Cg18702.1	0.00118654
Cg01377.1	Cg18799.1	0.000357995
Cg01377.1	Cg18987.1	0.0131611
Cg01377.1	Cg19135.1	0.00139152
Cg01377.1	Cg19220.1	0.00224956
Cg01377.1	Cg19586.1	0.0351554
Cg01377.1	Cg19648.1	0.00436781
Cg01377.1	Cg19951.1	0.0032354
Cg01377.1	Cg20015.1	0.00178385
Cg01377.1	Cg20327.1	0.00347741
Cg01377.1	Cg20428.1	0.0147492
Cg01377.1	Cg20544.1	0.00844312
Cg01377.1	Cg20554.1	0.00307587
Cg01377.1	Cg20555.1	0.000949381
Cg01377.1	Cg20588.1	0.0135318
Cg01377.1	Cg20777.1	0.000162027
Cg01377.1	Cg21096.1	0.00856254
Cg01377.1	Cg21481.1	0.0121937
Cg01377.1	Cg21628.1	0.00346842
Cg01377.1	Cg21765.1	0.00473651
Cg01377.1	Cg22127.1	0.0018139
Cg01377.1	Cg22134.1	0.0020291
Cg01377.1	Cg22151.1	0.000626755
Cg01377.1	Cg22203.1	0.0139992
Cg01377.1	Cg22270.1	0.00897421
Cg01377.1	Cg22277.1	0.000278885
Cg01377.1	Cg22409.1	0.00509321
Cg01377.1	Cg22470.1	0.00211749
Cg01377.1	Cg22523.1	0.00385559
Cg01377.1	Cg22655.1	0.0100657
Cg01377.1	Cg23022.1	0.00278419
Cg01377.1	Cg23070.1	0.0036693
Cg01377.1	Cg23107.1	0.0133291
Cg01377.1	Cg23167.1	0.00390523
Cg01377.1	Cg23183.1	0.0184842
Cg01377.1	Cg23233.1	0.00155861
Cg01377.1	Cg23394.1	0.0134234
Cg01377.1	Cg23421.1	0.0036813
Cg01377.1	Cg23467.1	0.00132754
Cg01377.1	Cg23497.1	0.0150425
Cg01377.1	Cg23651.1	0.00267188
Cg01377.1	Cg23664.1	0.0101829
Cg01377.1	Cg23927.1	0.00455697
Cg01377.1	Cg24033.1	0.00323949
Cg01377.1	Cg24108.1	0.0133507
Cg01377.1	Cg24225.1	0.0126954
Cg01377.1	Cg24337.1	0.0138353
Cg01377.1	Cg24360.1	0.0019785
Cg01377.1	Cg24485.1	0.00683642
Cg01377.1	Cg24519.1	0.011218
Cg01377.1	Cg24730.1	0.0107568
Cg01377.1	Cg24854.1	0.000419965
Cg01377.1	Cg24890.1	0.00191776
Cg01377.1	Cg25390.1	0.017219
Cg01377.1	Cg25757.1	0.00742923
Cg01377.1	Cg25986.1	0.0182238
Cg01377.1	Cg26015.1	0.00461576
Cg01377.1	Cg26082.1	0.000855219
Cg01377.1	Cg26202.1	0.00844983
Cg01377.1	Cg26466.1	0.00370005
Cg01377.1	Cg26484.1	0.000385574
Cg01377.1	Cg26923.1	0.00386817
Cg01377.1	Cg26927.1	0.0056783
Cg01377.1	Cg26968.1	0.00388583
Cg01377.1	Cg26993.1	0.00739522
Cg01377.1	Cg27004.1	0.0012636
Cg01377.1	Cg27097.1	0.0200156
Cg01377.1	Cg27135.1	0.0037691
Cg01377.1	Cg27230.1	0.0028332
Cg01377.1	Cg27240.1	0.0178425
Cg01377.1	Cg27284.1	0.00875872
Cg01377.1	Cg27316.1	0.00930102
Cg01377.1	Cg27327.1	0.0089832
Cg01377.1	Cg27606.1	0.0115247
Cg01377.1	Cg27854.1	0.0168085
Cg01377.1	Cg27918.1	0.0248179
Cg01377.1	Cg27925.1	0.00248784
Cg01377.1	Cg28021.1	0.0161738
Cg01377.1	Cg28070.1	0.022806
Cg01377.1	Cg28102.1	0.00225739
Cg01377.1	Cg28139.1	0.00273587
Cg01377.1	Cg28451.1	0.0112144
Cg01377.1	Cg28546.1	0.00251182
Cg01377.1	Cg28592.1	0.00187188
Cg01377.1	Cg28596.1	0.00403183
Cg01377.1	Cg28740.1	0.00286359
Cg01377.1	Cg28760.1	0.0089089
Cg01377.1	Cg28779.1	0.00805831
Cg01377.1	Cg28792.1	0.00314531
Cg01377.1	Cg29345.1	0.00525771
Cg01377.1	Cg29408.1	0.0379757
Cg01377.1	Cg29418.1	0.00276425
Cg01377.1	Cg29440.1	0.00100114
Cg01377.1	Cg29876.1	0.00506582
Cg01377.1	maker-scaffold200.1-augustus-gene-2.29-mRNA-2	0.0138595
Cg01377.1	maker-scaffold2243.1-snap-gene-0.5-mRNA-1	0.00242229
Cg01377.1	maker-scaffold2262.1-snap-gene-0.10-mRNA-1	0.0144893
Cg01377.1	maker-scaffold555.1-snap-gene-1.4-mRNA-2	0.0166656
Cg01377.1	maker-scaffold727.1-snap-gene-1.31-mRNA-1	0.00239073
Cg01377.1	snap_masked-scaffold31.1-processed-gene-12.17-mRNA-1	0.00239641
Cg01471.1	augustus_masked-scaffold16.1-processed-gene-13.1-mRNA-1	0.00131672
Cg01471.1	augustus_masked-scaffold205.1-processed-gene-4.1-mRNA-1	0.000528022
Cg01471.1	Cg00075.1	0.00985169
Cg01471.1	Cg00131.1	0.00103431
Cg01471.1	Cg00145.1	0.0203141
